MC,"<![CDATA[Which of the following is the correct way to retrieve the value 7.69 from the list <tt>l</tt> [[3.97, 0.68, 0.32], [7.69, 2.3, 3.42], [0.02, 4.17, 0.88]]?  ]]>",l[1][0],1,Correct,"l[1,0]",0,Wrong,l[1:0],0,Wrong,l[2][1],0,Wrong,"l[2,1]",0,Wrong,l[2:1],0,Wrong
MC,"<![CDATA[Which of the following is the correct way to retrieve the value 7.99 from the list <tt>l</tt> [[0.54, 6.66], [7.99, 0.03], [3.84, 1.51]]?  ]]>",l[1][0],1,Correct,"l[1,0]",0,Wrong,l[1:0],0,Wrong,l[2][1],0,Wrong,"l[2,1]",0,Wrong,l[2:1],0,Wrong
MC,"<![CDATA[Which of the following is the correct way to retrieve the value 3.62 from the list <tt>l</tt> [[1.38, 1.27, 3.45, 1.06], [3.97, 0.11, 2.42, 0.94], [3.82, 3.62, 8.35, 3.77], [4.46, 2.58, 0.22, 2.33], [1.65, 1.81, 6.39, 2.76]]?  ]]>",l[2][1],1,Correct,"l[2,1]",0,Wrong,l[2:1],0,Wrong,l[3][2],0,Wrong,"l[3,2]",0,Wrong,l[3:2],0,Wrong
MC,"<![CDATA[Which of the following is the correct way to retrieve the value 0.08 from the list <tt>l</tt> [[0.55, 9.57, 1.59], [0.34, 0.07, 1.96], [0.54, 3.87, 0.35], [4.61, 0.08, 6.44], [4.13, 1.97, 1.34]]?  ]]>",l[3][1],1,Correct,"l[3,1]",0,Wrong,l[3:1],0,Wrong,l[4][2],0,Wrong,"l[4,2]",0,Wrong,l[4:2],0,Wrong
MC,"<![CDATA[Which of the following is the correct way to retrieve the value 9.93 from the list <tt>l</tt> [[2.9, 9.93], [4.27, 0.24], [2.92, 0.83], [0.28, 4.71]]?  ]]>",l[0][1],1,Correct,"l[0,1]",0,Wrong,l[0:1],0,Wrong,l[1][2],0,Wrong,"l[1,2]",0,Wrong,l[1:2],0,Wrong
MC,"<![CDATA[Which of the following is the correct way to retrieve the value 4.44 from the list <tt>l</tt> [[0.77, 1.48, 1.3], [0.4, 2.4, 1.48], [5.37, 7.39, 1.07], [0.34, 3.55, 4.44], [2.56, 0.59, 0.9]]?  ]]>",l[3][2],1,Correct,"l[3,2]",0,Wrong,l[3:2],0,Wrong,l[4][3],0,Wrong,"l[4,3]",0,Wrong,l[4:3],0,Wrong
MC,"<![CDATA[Which of the following is the correct way to retrieve the value 2.53 from the list <tt>l</tt> [[0.27, 5.34, 8.12], [0.76, 1.57, 0.29], [2.42, 0.74, 0.15], [6.77, 0.63, 2.53], [0.97, 0.55, 2.75]]?  ]]>",l[3][2],1,Correct,"l[3,2]",0,Wrong,l[3:2],0,Wrong,l[4][3],0,Wrong,"l[4,3]",0,Wrong,l[4:3],0,Wrong
MC,"<![CDATA[Which of the following is the correct way to retrieve the value 0.41 from the list <tt>l</tt> [[4.96, 1.85], [0.41, 7.21], [0.24, 0.4], [6.03, 2.2]]?  ]]>",l[1][0],1,Correct,"l[1,0]",0,Wrong,l[1:0],0,Wrong,l[2][1],0,Wrong,"l[2,1]",0,Wrong,l[2:1],0,Wrong
MC,"<![CDATA[Which of the following is the correct way to retrieve the value 0.7 from the list <tt>l</tt> [[4.21, 0.7], [0.83, 0.1], [0.5, 5.97]]?  ]]>",l[0][1],1,Correct,"l[0,1]",0,Wrong,l[0:1],0,Wrong,l[1][2],0,Wrong,"l[1,2]",0,Wrong,l[1:2],0,Wrong
MC,"<![CDATA[Which of the following is the correct way to retrieve the value 4.2 from the list <tt>l</tt> [[0.04, 5.04], [4.63, 0.19], [4.2, 0.27], [2.38, 0.57]]?  ]]>",l[2][0],1,Correct,"l[2,0]",0,Wrong,l[2:0],0,Wrong,l[3][1],0,Wrong,"l[3,1]",0,Wrong,l[3:1],0,Wrong
MC,"<![CDATA[Which of the following is the correct way to retrieve the value 0.93 from the list <tt>l</tt> [[2.5, 1.08], [0.59, 1.65], [0.85, 0.31], [0.93, 0.06]]?  ]]>",l[3][0],1,Correct,"l[3,0]",0,Wrong,l[3:0],0,Wrong,l[4][1],0,Wrong,"l[4,1]",0,Wrong,l[4:1],0,Wrong
MC,"<![CDATA[Which of the following is the correct way to retrieve the value 2.99 from the list <tt>l</tt> [[0.58, 2.31, 0.94], [0.36, 0.5, 0.3], [7.97, 7.69, 0.28], [0.8, 2.99, 6.77]]?  ]]>",l[3][1],1,Correct,"l[3,1]",0,Wrong,l[3:1],0,Wrong,l[4][2],0,Wrong,"l[4,2]",0,Wrong,l[4:2],0,Wrong
MC,"<![CDATA[Which of the following is the correct way to retrieve the value 3.19 from the list <tt>l</tt> [[1.45, 4.04, 5.22], [4.85, 4.51, 4.24], [0.04, 1.63, 1.75], [3.5, 1.39, 3.19]]?  ]]>",l[3][2],1,Correct,"l[3,2]",0,Wrong,l[3:2],0,Wrong,l[4][3],0,Wrong,"l[4,3]",0,Wrong,l[4:3],0,Wrong
MC,"<![CDATA[Which of the following is the correct way to retrieve the value 0.84 from the list <tt>l</tt> [[3.45, 1.71], [0.84, 1.32], [1.05, 6.04], [1.32, 0.8]]?  ]]>",l[1][0],1,Correct,"l[1,0]",0,Wrong,l[1:0],0,Wrong,l[2][1],0,Wrong,"l[2,1]",0,Wrong,l[2:1],0,Wrong
MC,"<![CDATA[Which of the following is the correct way to retrieve the value 3.34 from the list <tt>l</tt> [[0.69, 3.34], [5.02, 0.37], [5.56, 2.07], [0.68, 0.51]]?  ]]>",l[0][1],1,Correct,"l[0,1]",0,Wrong,l[0:1],0,Wrong,l[1][2],0,Wrong,"l[1,2]",0,Wrong,l[1:2],0,Wrong
MC,"<![CDATA[Which of the following is the correct way to retrieve the value 6.97 from the list <tt>l</tt> [[0.99, 6.97], [0.83, 2.09], [0.12, 0.91]]?  ]]>",l[0][1],1,Correct,"l[0,1]",0,Wrong,l[0:1],0,Wrong,l[1][2],0,Wrong,"l[1,2]",0,Wrong,l[1:2],0,Wrong
MC,"<![CDATA[Which of the following is the correct way to retrieve the value 1.95 from the list <tt>l</tt> [[1.53, 3.55, 2.56, 4.23], [7.42, 5.88, 4.89, 0.22], [3.28, 0.1, 0.37, 1.11], [2.62, 1.35, 2.97, 2.64], [0.87, 1.95, 0.36, 3.04]]?  ]]>",l[4][1],1,Correct,"l[4,1]",0,Wrong,l[4:1],0,Wrong,l[5][2],0,Wrong,"l[5,2]",0,Wrong,l[5:2],0,Wrong
MC,"<![CDATA[Which of the following is the correct way to retrieve the value 0.28 from the list <tt>l</tt> [[2.48, 0.06, 2.15], [0.34, 1.01, 1.15], [2.79, 0.28, 7.35], [1.38, 0.04, 4.25]]?  ]]>",l[2][1],1,Correct,"l[2,1]",0,Wrong,l[2:1],0,Wrong,l[3][2],0,Wrong,"l[3,2]",0,Wrong,l[3:2],0,Wrong
MC,"<![CDATA[Which of the following is the correct way to retrieve the value 0.44 from the list <tt>l</tt> [[1.64, 0.59, 2.95, 0.23], [2.63, 4.79, 7.29, 2.8], [1.58, 1.53, 6.17, 4.69], [2.13, 0.52, 0.44, 3.9]]?  ]]>",l[3][2],1,Correct,"l[3,2]",0,Wrong,l[3:2],0,Wrong,l[4][3],0,Wrong,"l[4,3]",0,Wrong,l[4:3],0,Wrong
MC,"<![CDATA[Which of the following is the correct way to retrieve the value 0.63 from the list <tt>l</tt> [[2.89, 2.24, 1.45, 4.18], [0.39, 0.98, 2.1, 0.35], [2.52, 5.82, 5.77, 0.43], [0.63, 0.53, 0.08, 9.22], [1.8, 3.59, 0.14, 0.92]]?  ]]>",l[3][0],1,Correct,"l[3,0]",0,Wrong,l[3:0],0,Wrong,l[4][1],0,Wrong,"l[4,1]",0,Wrong,l[4:1],0,Wrong
MC,"<![CDATA[Which of the following is the correct way to retrieve the value 1.23 from the list <tt>l</tt> [[0.31, 0.16, 1.23, 5.17], [0.62, 1.31, 3.8, 1.47], [2.52, 2.02, 5.75, 0.99]]?  ]]>",l[0][2],1,Correct,"l[0,2]",0,Wrong,l[0:2],0,Wrong,l[1][3],0,Wrong,"l[1,3]",0,Wrong,l[1:3],0,Wrong
MC,"<![CDATA[Which of the following is the correct way to retrieve the value 0.8 from the list <tt>l</tt> [[1.02, 1.5, 0.8, 1.01], [1.75, 0.57, 4.53, 4.03], [0.14, 4.74, 1.57, 4.99]]?  ]]>",l[0][2],1,Correct,"l[0,2]",0,Wrong,l[0:2],0,Wrong,l[1][3],0,Wrong,"l[1,3]",0,Wrong,l[1:3],0,Wrong
MC,"<![CDATA[Which of the following is the correct way to retrieve the value 1.97 from the list <tt>l</tt> [[0.66, 2.53], [0.56, 5.57], [1.85, 1.97], [3.72, 0.94]]?  ]]>",l[2][1],1,Correct,"l[2,1]",0,Wrong,l[2:1],0,Wrong,l[3][2],0,Wrong,"l[3,2]",0,Wrong,l[3:2],0,Wrong
MC,"<![CDATA[Which of the following is the correct way to retrieve the value 7.64 from the list <tt>l</tt> [[6.56, 2.56, 0.13], [1.18, 1.03, 7.64], [0.8, 0.07, 1.34], [0.32, 0.5, 3.17], [1.2, 1.05, 6.41]]?  ]]>",l[1][2],1,Correct,"l[1,2]",0,Wrong,l[1:2],0,Wrong,l[2][3],0,Wrong,"l[2,3]",0,Wrong,l[2:3],0,Wrong
MC,"<![CDATA[Which of the following is the correct way to retrieve the value 0.84 from the list <tt>l</tt> [[7.5, 3.11, 0.74], [0.35, 0.26, 4.98], [0.55, 0.84, 0.81]]?  ]]>",l[2][1],1,Correct,"l[2,1]",0,Wrong,l[2:1],0,Wrong,l[3][2],0,Wrong,"l[3,2]",0,Wrong,l[3:2],0,Wrong
MC,"<![CDATA[Which of the following is the correct way to retrieve the value 1.79 from the list <tt>l</tt> [[1.12, 0.5], [1.79, 0.85], [0.81, 1.97], [0.18, 1.98]]?  ]]>",l[1][0],1,Correct,"l[1,0]",0,Wrong,l[1:0],0,Wrong,l[2][1],0,Wrong,"l[2,1]",0,Wrong,l[2:1],0,Wrong
MC,"<![CDATA[Which of the following is the correct way to retrieve the value 0.56 from the list <tt>l</tt> [[5.75, 3.67], [2.27, 2.93], [0.71, 0.56]]?  ]]>",l[2][1],1,Correct,"l[2,1]",0,Wrong,l[2:1],0,Wrong,l[3][2],0,Wrong,"l[3,2]",0,Wrong,l[3:2],0,Wrong
MC,"<![CDATA[Which of the following is the correct way to retrieve the value 0.5 from the list <tt>l</tt> [[1.06, 5.17, 2.45, 9.69], [2.29, 0.14, 3.23, 4.48], [4.12, 0.5, 0.61, 0.28], [5.84, 2.67, 4.49, 0.67], [0.32, 5.82, 6.0, 1.53]]?  ]]>",l[2][1],1,Correct,"l[2,1]",0,Wrong,l[2:1],0,Wrong,l[3][2],0,Wrong,"l[3,2]",0,Wrong,l[3:2],0,Wrong
MC,"<![CDATA[Which of the following is the correct way to retrieve the value 0.87 from the list <tt>l</tt> [[2.56, 0.81, 2.64, 8.27], [1.37, 9.57, 2.34, 1.73], [4.14, 4.7, 2.09, 0.07], [0.54, 0.87, 2.13, 1.46]]?  ]]>",l[3][1],1,Correct,"l[3,1]",0,Wrong,l[3:1],0,Wrong,l[4][2],0,Wrong,"l[4,2]",0,Wrong,l[4:2],0,Wrong
MC,"<![CDATA[Which of the following is the correct way to retrieve the value 2.8 from the list <tt>l</tt> [[4.23, 3.79], [3.22, 0.72], [2.8, 5.94]]?  ]]>",l[2][0],1,Correct,"l[2,0]",0,Wrong,l[2:0],0,Wrong,l[3][1],0,Wrong,"l[3,1]",0,Wrong,l[3:1],0,Wrong
MC,"<![CDATA[Which of the following is the correct way to retrieve the value 0.3 from the list <tt>l</tt> [[1.93, 3.94, 1.62], [0.57, 0.13, 3.74], [0.3, 0.08, 1.32], [1.97, 1.74, 2.14]]?  ]]>",l[2][0],1,Correct,"l[2,0]",0,Wrong,l[2:0],0,Wrong,l[3][1],0,Wrong,"l[3,1]",0,Wrong,l[3:1],0,Wrong
MC,"<![CDATA[Which of the following is the correct way to retrieve the value 1.79 from the list <tt>l</tt> [[4.84, 0.23, 0.12, 0.65], [2.09, 5.43, 1.98, 3.49], [1.79, 5.49, 0.27, 0.38], [0.11, 0.63, 9.5, 0.49], [1.51, 1.0, 2.62, 0.98]]?  ]]>",l[2][0],1,Correct,"l[2,0]",0,Wrong,l[2:0],0,Wrong,l[3][1],0,Wrong,"l[3,1]",0,Wrong,l[3:1],0,Wrong
MC,"<![CDATA[Which of the following is the correct way to retrieve the value 4.33 from the list <tt>l</tt> [[2.19, 3.04, 0.09], [0.12, 0.9, 0.91], [8.24, 4.33, 0.51]]?  ]]>",l[2][1],1,Correct,"l[2,1]",0,Wrong,l[2:1],0,Wrong,l[3][2],0,Wrong,"l[3,2]",0,Wrong,l[3:2],0,Wrong
MC,"<![CDATA[Which of the following is the correct way to retrieve the value 7.06 from the list <tt>l</tt> [[1.87, 7.06], [1.94, 0.4], [0.35, 7.26]]?  ]]>",l[0][1],1,Correct,"l[0,1]",0,Wrong,l[0:1],0,Wrong,l[1][2],0,Wrong,"l[1,2]",0,Wrong,l[1:2],0,Wrong
MC,"<![CDATA[Which of the following is the correct way to retrieve the value 2.96 from the list <tt>l</tt> [[0.39, 0.97, 1.25], [4.58, 6.01, 2.96], [5.81, 1.8, 0.77], [0.06, 2.73, 3.89], [2.26, 2.81, 5.22]]?  ]]>",l[1][2],1,Correct,"l[1,2]",0,Wrong,l[1:2],0,Wrong,l[2][3],0,Wrong,"l[2,3]",0,Wrong,l[2:3],0,Wrong
MC,"<![CDATA[Which of the following is the correct way to retrieve the value 7.03 from the list <tt>l</tt> [[1.42, 1.28, 2.36], [0.27, 0.48, 7.03], [0.5, 3.33, 1.46]]?  ]]>",l[1][2],1,Correct,"l[1,2]",0,Wrong,l[1:2],0,Wrong,l[2][3],0,Wrong,"l[2,3]",0,Wrong,l[2:3],0,Wrong
MC,"<![CDATA[Which of the following is the correct way to retrieve the value 3.36 from the list <tt>l</tt> [[2.3, 6.38, 3.68], [3.36, 1.44, 0.61], [2.23, 1.36, 6.09], [0.11, 0.69, 1.53]]?  ]]>",l[1][0],1,Correct,"l[1,0]",0,Wrong,l[1:0],0,Wrong,l[2][1],0,Wrong,"l[2,1]",0,Wrong,l[2:1],0,Wrong
MC,"<![CDATA[Which of the following is the correct way to retrieve the value 1.47 from the list <tt>l</tt> [[5.31, 0.95, 0.97], [1.47, 2.35, 0.13], [2.43, 0.08, 8.51]]?  ]]>",l[1][0],1,Correct,"l[1,0]",0,Wrong,l[1:0],0,Wrong,l[2][1],0,Wrong,"l[2,1]",0,Wrong,l[2:1],0,Wrong
MC,"<![CDATA[Which of the following is the correct way to retrieve the value 1.62 from the list <tt>l</tt> [[4.13, 2.78, 1.62], [3.99, 4.38, 0.89], [0.49, 2.11, 4.87]]?  ]]>",l[0][2],1,Correct,"l[0,2]",0,Wrong,l[0:2],0,Wrong,l[1][3],0,Wrong,"l[1,3]",0,Wrong,l[1:3],0,Wrong
MC,"<![CDATA[Which of the following is the correct way to retrieve the value 1.54 from the list <tt>l</tt> [[2.73, 2.83, 1.54], [0.16, 1.65, 0.59], [0.6, 2.21, 1.81]]?  ]]>",l[0][2],1,Correct,"l[0,2]",0,Wrong,l[0:2],0,Wrong,l[1][3],0,Wrong,"l[1,3]",0,Wrong,l[1:3],0,Wrong
